sp,type,stop,word,vowel,duration,midF0,startF0,endF0,VOT
SK,len,b,bama,a,"0,12","92,5366486323814","94,7983199255797",89.19882615084674 Hz,"0,036"
SK ,len ,b ,bama,a,228,"99,1308784575392","94,9617622700376","103,970263432054","0,036"
SK,len,b,baneul,a,"0,11","98,9377657140657","106,958629046538","97,5873655631192","0,03"
SK,len,b,baneul ,eu,195,"107,842443535057","103,355855746002","117,143007896302","0,03"
SK,asp,p,pama,a,"0,07","118,015546818098","121,801006442681","111,483378065535","0,05"
SK,asp,p ,pama,a,"0,17","87,2835444166695","109,369120469362","86,997980731939","0,05"
SK,asp,p,paneul,a,"0,09","108,350710838995","112,426252265833","106,18046843651","0,09"
SK,asp ,p ,paneul,eu,"0,07","111,272198038346","111,683588315263","121,935051287616","0,09"
